[-4.13, 48.6, 20.3, 3.33, -90.7, -33.48]
[-4.04, 47.37, 20.65, 4.48, -90.43, -37.08]
[-3.86, 46.31, 21.0, 5.27, -90.35, -39.81]
[-3.86, 45.79, 21.09, 5.97, -90.26, -42.27]
[-3.86, 45.0, 21.35, 6.76, -90.26, -44.64]
[-3.77, 43.85, 21.7, 7.73, -90.0, -47.37]
[-3.69, 42.89, 21.97, 8.7, -89.82, -50.27]
[-3.6, 42.01, 22.06, 9.31, -89.82, -52.73]
[-3.6, 41.3, 22.23, 10.1, -89.73, -55.28]
[-3.51, 40.25, 22.58, 10.89, -89.73, -57.83]
[-3.51, 39.37, 22.76, 11.77, -89.56, -60.46]
[-3.33, 37.88, 23.29, 13.0, -89.29, -63.98]
[-3.33, 37.35, 23.37, 13.44, -89.29, -65.74]
[-3.25, 36.65, 23.64, 14.32, -89.2, -68.46]
[-3.25, 35.68, 23.9, 15.2, -89.2, -71.1]
[-3.16, 34.8, 24.08, 15.99, -88.94, -73.82]
[-3.07, 33.75, 24.34, 16.87, -88.76, -76.46]
[-2.98, 32.95, 24.52, 17.66, -88.85, -79.18]
[-2.81, 31.99, 24.87, 18.28, -88.68, -81.82]
[-1.93, 31.2, 25.57, 18.19, -88.76, -83.49]
[-0.35, 31.2, 26.63, 17.75, -88.59, -84.02]
[1.31, 30.49, 27.77, 17.05, -88.76, -84.02]
[3.33, 29.88, 28.74, 16.43, -88.68, -84.02]
[5.09, 29.7, 29.53, 16.34, -88.59, -84.11]
[6.59, 29.44, 30.41, 15.73, -89.2, -84.11]
[8.26, 28.91, 31.28, 15.29, -89.29, -84.11]
[10.1, 28.65, 32.16, 14.76, -89.29, -84.11]
[12.39, 28.03, 33.57, 14.06, -89.73, -84.11]
[13.62, 27.77, 34.1, 13.79, -89.91, -84.11]
[15.99, 27.24, 35.41, 13.18, -90.26, -84.11]
[17.84, 26.98, 36.29, 12.65, -90.43, -84.11]
[19.59, 26.45, 37.35, 12.12, -90.61, -84.11]
[21.26, 26.36, 38.05, 11.86, -90.79, -84.11]
[22.67, 26.01, 38.67, 11.51, -90.87, -84.11]
[23.46, 26.19, 38.23, 12.21, -90.87, -84.11]
[23.55, 28.21, 36.12, 13.09, -90.87, -83.93]
[23.64, 31.28, 31.99, 14.67, -90.87, -83.32]
[23.64, 33.48, 28.74, 15.9, -90.87, -82.79]
[23.73, 35.85, 25.48, 17.13, -90.87, -82.35]
[23.73, 38.05, 22.23, 18.36, -90.87, -81.82]
[23.73, 40.34, 19.16, 19.59, -90.87, -81.38]
[23.73, 42.53, 15.73, 20.83, -90.87, -80.85]
[23.73, 44.82, 12.56, 21.97, -90.87, -80.33]
[23.64, 47.19, 9.4, 23.29, -90.87, -79.8]
[23.64, 49.39, 6.06, 24.52, -90.87, -79.36]
[23.64, 51.59, 2.9, 25.75, -90.87, -78.83]
[23.64, 53.87, -0.35, 26.98, -90.79, -78.39]
[23.64, 56.16, -3.6, 28.3, -90.7, -77.87]
[23.64, 58.44, -6.85, 29.53, -90.61, -77.34]
[23.64, 60.55, -10.1, 30.67, -90.43, -76.9]
[23.64, 62.84, -13.27, 31.9, -90.35, -76.37]
[23.64, 65.91, -17.66, 33.57, -90.26, -75.67]
[23.64, 68.2, -20.91, 34.8, -90.26, -75.23]
[23.64, 70.4, -24.16, 36.03, -90.17, -74.7]
[23.64, 72.59, -27.33, 37.26, -90.0, -74.17]
[23.64, 75.67, -31.64, 38.84, -89.82, -73.56]
[23.64, 77.08, -33.83, 39.72, -89.82, -73.21]
[23.64, 79.36, -37.0, 41.04, -89.73, -72.77]
[23.64, 81.47, -40.51, 42.18, -89.73, -72.33]
[23.64, 83.23, -43.5, 43.06, -89.82, -71.89]
[23.64, 84.19, -45.26, 43.5, -89.91, -71.71]
[23.64, 84.37, -45.87, 43.85, -89.56, -71.63]
[23.64, 84.37, -45.87, 43.85, -89.38, -71.63]
[23.64, 84.37, -45.87, 43.85, -89.29, -71.63]
[23.64, 84.37, -45.87, 43.85, -89.29, -71.63]
[23.64, 84.37, -45.87, 43.85, -89.29, -71.63]
