[-3.42, 65.21, 11.6, 7.11, -87.8, -1.49]
[-3.42, 67.14, 10.1, 7.11, -87.8, -1.49]
[-3.51, 68.02, 9.66, 7.11, -87.8, -1.49]
[-3.51, 68.02, 9.66, 7.11, -87.8, -1.49]
[-3.51, 68.02, 9.66, 7.11, -87.8, -1.49]
[-3.51, 68.02, 9.66, 7.11, -87.8, -1.49]
[-3.51, 68.02, 9.66, 7.11, -87.89, -1.49]
[-3.51, 68.02, 9.66, 7.11, -87.89, -1.49]
[-3.51, 68.02, 9.66, 7.11, -87.97, -1.49]
[-3.51, 68.02, 9.66, 6.76, -88.06, -1.58]
[-3.51, 68.02, 9.75, 6.06, -88.33, -1.66]
[-3.6, 68.02, 10.37, 5.27, -88.41, -1.84]
[-3.6, 67.5, 10.81, 4.39, -88.68, -2.02]
[-3.69, 66.62, 11.33, 3.51, -88.85, -2.1]
[-3.69, 65.91, 11.95, 2.63, -88.94, -2.19]
[-3.77, 65.39, 12.48, 1.66, -89.2, -2.46]
[-3.77, 64.77, 13.0, 0.79, -89.38, -2.63]
[-3.86, 63.89, 13.53, -0.08, -89.64, -2.63]
[-3.95, 63.36, 14.15, -1.05, -89.82, -2.81]
[-3.95, 62.84, 14.67, -2.02, -90.0, -2.9]
[-4.04, 62.05, 15.02, -2.81, -90.26, -3.16]
[-4.04, 61.34, 15.9, -4.13, -90.43, -3.25]
[-4.13, 60.99, 16.25, -4.74, -90.52, -3.33]
[-4.13, 59.94, 16.69, -5.62, -90.79, -3.51]
[-4.13, 59.32, 17.13, -6.41, -90.87, -3.69]
[-4.13, 58.27, 17.66, -5.62, -90.87, -5.44]
[-4.13, 57.12, 17.84, -4.83, -90.87, -7.82]
[-4.13, 56.68, 18.01, -4.21, -90.87, -10.1]
[-4.13, 55.81, 18.28, -3.42, -90.87, -12.48]
[-4.13, 54.75, 18.45, -2.63, -90.87, -15.02]
[-4.13, 54.14, 18.8, -1.75, -90.87, -17.57]
[-4.13, 53.08, 19.07, -0.96, -90.87, -20.12]
[-4.13, 51.94, 19.42, 0.17, -90.87, -23.73]
[-4.13, 50.88, 19.68, 1.14, -90.87, -26.36]
[-4.13, 50.18, 19.68, 1.75, -90.87, -28.82]
[-4.13, 49.3, 19.95, 2.46, -90.79, -31.28]
[-4.13, 48.33, 20.21, 3.25, -90.61, -33.75]
[-4.04, 47.54, 20.56, 4.21, -90.52, -36.38]
[-3.86, 46.23, 20.83, 5.27, -90.35, -39.9]
[-3.86, 45.7, 21.09, 5.88, -90.26, -41.66]
[-3.86, 44.2, 21.53, 7.2, -90.17, -46.05]
[-3.77, 43.94, 21.53, 7.55, -90.08, -46.93]
[-3.69, 42.53, 21.88, 8.7, -89.82, -50.53]
[-3.6, 41.92, 21.97, 9.4, -89.73, -52.99]
[-3.6, 41.04, 22.32, 10.1, -89.73, -55.37]
[-3.51, 39.99, 22.5, 10.89, -89.64, -57.91]
[-3.42, 39.28, 22.76, 11.6, -89.56, -60.55]
[-3.33, 38.14, 23.02, 12.56, -89.38, -63.19]
[-3.33, 37.35, 23.37, 13.44, -89.2, -65.83]
[-3.25, 36.03, 23.64, 14.5, -89.2, -69.34]
[-3.16, 35.24, 23.99, 15.38, -89.03, -72.07]
[-3.07, 34.27, 24.25, 16.34, -88.94, -74.7]
[-3.07, 33.48, 24.25, 16.96, -88.76, -77.16]
[-2.98, 32.87, 24.52, 17.84, -88.68, -79.62]
[-2.54, 31.72, 25.04, 18.36, -88.94, -82.0]
[-1.31, 31.2, 26.01, 18.01, -89.03, -83.67]
[0.35, 30.58, 26.98, 17.49, -88.76, -84.19]
[1.23, 30.32, 27.5, 17.13, -89.03, -84.19]
[2.9, 30.05, 28.47, 16.69, -89.12, -84.28]
[4.65, 29.61, 29.35, 16.25, -88.76, -84.28]
[6.41, 29.35, 30.41, 15.73, -88.94, -84.28]
[8.17, 28.82, 31.28, 15.29, -89.12, -84.28]
[10.54, 28.3, 32.51, 14.58, -89.47, -84.28]
[12.39, 27.94, 33.57, 14.15, -89.82, -84.28]
[14.15, 27.59, 34.45, 13.53, -89.91, -84.28]
[15.9, 27.15, 35.41, 13.18, -90.17, -84.28]
[18.28, 26.63, 36.65, 12.48, -90.43, -84.28]
[19.51, 26.19, 37.35, 12.04, -90.61, -84.28]
[21.18, 26.1, 38.05, 11.86, -90.79, -84.28]
[22.58, 25.92, 38.67, 11.51, -90.87, -84.28]
[23.37, 26.19, 38.23, 12.21, -90.87, -84.28]
[23.55, 29.0, 35.15, 13.44, -90.87, -83.75]
[23.64, 30.49, 33.04, 14.23, -90.87, -83.4]
[23.64, 32.69, 29.7, 15.46, -90.87, -82.96]
[23.64, 35.77, 25.4, 17.13, -90.87, -82.26]
[23.64, 37.26, 23.29, 17.92, -90.87, -81.91]
[23.64, 40.25, 19.07, 19.59, -90.87, -81.29]
[23.64, 42.53, 15.73, 20.83, -90.87, -80.85]
[23.64, 44.82, 12.48, 22.06, -90.87, -80.33]
[23.64, 47.1, 9.31, 23.37, -90.87, -79.89]
[23.64, 49.3, 5.97, 24.52, -90.87, -79.36]
[23.64, 51.59, 2.81, 25.75, -90.79, -78.83]
[23.64, 54.58, -1.49, 27.42, -90.79, -78.13]
[23.64, 56.16, -3.69, 28.12, -90.7, -77.95]
[23.64, 58.44, -6.94, 29.44, -90.61, -77.34]
[23.64, 61.34, -11.25, 31.11, -90.43, -76.64]
[23.64, 62.84, -13.35, 31.99, -90.35, -76.28]
[23.64, 65.12, -16.69, 33.22, -90.26, -75.93]
[23.64, 67.41, -19.86, 34.45, -90.26, -75.41]
[23.64, 70.4, -24.25, 36.03, -90.08, -74.7]
[23.64, 73.38, -28.47, 37.7, -89.91, -74.0]
[23.64, 74.88, -30.67, 38.49, -89.82, -73.65]
[23.64, 77.16, -33.92, 39.72, -89.73, -73.21]
[23.64, 80.15, -38.23, 41.39, -89.73, -72.5]
[23.64, 81.47, -40.6, 42.18, -89.73, -72.33]
[23.64, 83.4, -43.5, 43.15, -89.73, -71.8]
[23.64, 84.28, -45.08, 43.76, -89.73, -71.71]
[23.64, 84.37, -45.96, 43.85, -89.73, -71.71]
[23.64, 84.37, -45.96, 43.85, -89.73, -71.71]
[23.64, 84.37, -45.96, 43.85, -89.73, -71.71]
[23.64, 84.37, -45.96, 43.85, -89.73, -71.63]
[23.64, 84.37, -45.96, 43.85, -89.73, -71.63]
